individual_appno,ecli,itemid
5575/72,ECLI:CE:ECHR:1974:0708DEC000557572,001-73856
4859/71,ECLI:CE:ECHR:1973:0709DEC000485971,001-108081
5100/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-62037
5101/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-62037
5102/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-62037
5354/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-62037
5370/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-62037
5100/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-57479
5101/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-57479
5102/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-57479
5354/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-57479
5370/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-57479
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-62054
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-57496
5100/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-108407
5101/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-108407
5102/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-108407
5354/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-108407
5370/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-108407
5100/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-113265
5101/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-113265
5102/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-113265
5354/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-113265
5370/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-113265
5100/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-100705
5101/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-100705
5102/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-100705
5354/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-100705
5370/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-100705
5100/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-94475
5101/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-94475
5102/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-94475
5354/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-94475
5370/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-94475
5100/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-188079
5101/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-188079
5102/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-188079
5354/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-188079
5370/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-188079
5100/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-141439
5101/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-141439
5102/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-141439
5354/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-141439
5370/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-141439
5100/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-94271
5101/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-94271
5102/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-94271
5354/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-94271
5370/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-94271
5100/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-113163
5101/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-113163
5102/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-113163
5354/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-113163
5370/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-113163
5100/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-155998
5101/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-155998
5102/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-155998
5354/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-155998
5370/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-155998
5100/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-165148
5101/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-165148
5102/71,ECLI:CE:ECHR:1976:0608JUD000510071,001-165148
5354/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-165148
5370/72,ECLI:CE:ECHR:1976:0608JUD000510071,001-165148
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-94669
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-116202
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-108399
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-113245
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-141674
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-94476
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-188073
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-100751
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-100750
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-156034
4451/70,ECLI:CE:ECHR:1975:0221JUD000445170,001-165141
6956/75,ECLI:CE:ECHR:1976:1210DEC000695675,001-74957
6185/73,ECLI:CE:ECHR:1975:0529DEC000618573,001-70000
6956/75,ECLI:CE:ECHR:1976:1210DEC000695675,001-74944
6185/73,ECLI:CE:ECHR:1975:0529DEC000618573,001-70002
7729/76,ECLI:CE:ECHR:1976:1217DEC000772976,001-74884
6224/73,ECLI:CE:ECHR:1976:1216DEC000622473,001-74711
7341/76,ECLI:CE:ECHR:1976:1211DEC000734176,001-74820
7412/76,ECLI:CE:ECHR:1976:1211DEC000741276,001-73820
7641/76,ECLI:CE:ECHR:1976:1211DEC000764176,001-74588
7256/75,ECLI:CE:ECHR:1976:1210DEC000725675,001-74961
7443/76,ECLI:CE:ECHR:1976:1210DEC000744376,001-74966
6916/75,ECLI:CE:ECHR:1976:1008DEC000691675,001-74785
6878/75,ECLI:CE:ECHR:1976:1006DEC000687875,001-74781
7238/75,ECLI:CE:ECHR:1976:1006DEC000687875,001-74781
7317/75,ECLI:CE:ECHR:1976:1006DEC000731775,001-74819
7211/75,ECLI:CE:ECHR:1976:1006DEC000721175,001-74992
7306/75,ECLI:CE:ECHR:1976:1006DEC000730675,001-74979
6877/75,ECLI:CE:ECHR:1976:1004DEC000687775,001-74780
6210/73,ECLI:CE:ECHR:1976:1004DEC000687775,001-74780
7132/75,ECLI:CE:ECHR:1976:1004DEC000687775,001-74780
7132/75,ECLI:CE:ECHR:1976:1004DEC000713275,001-74809
6210/73,ECLI:CE:ECHR:1976:1004DEC000713275,001-74809
6877/75,ECLI:CE:ECHR:1976:1004DEC000713275,001-74809
7116/75,ECLI:CE:ECHR:1976:1004DEC000711675,001-74975
7529/76,ECLI:CE:ECHR:1976:1004DEC000752976,001-74882
5573/72,ECLI:CE:ECHR:1976:0716DEC000557372,001-74775
7059/75,ECLI:CE:ECHR:1976:0716DEC000705975,001-74790
6650/74,ECLI:CE:ECHR:1976:0715DEC000665074,001-74807
7058/75,ECLI:CE:ECHR:1976:0712DEC000705875,001-74788
6946/75,ECLI:CE:ECHR:1976:0706DEC000694675,001-74567
7014/75,ECLI:CE:ECHR:1976:0521DEC000701475,001-74828
6916/75,ECLI:CE:ECHR:1976:0312DEC000691675,001-74782
6210/73,ECLI:CE:ECHR:1976:0311DEC000621073,001-75006
6877/75,ECLI:CE:ECHR:1976:0311DEC000621073,001-75006
7132/75,ECLI:CE:ECHR:1976:0311DEC000621073,001-75006
7374/76,ECLI:CE:ECHR:1976:0308DEC000737476,001-74834
5613/72,ECLI:CE:ECHR:1976:0305DEC000561372,001-75004
6281/73,ECLI:CE:ECHR:1976:0305DEC000628173,001-74800
6541/74,ECLI:CE:ECHR:1975:1218DEC000654174,001-75091
6958/75,ECLI:CE:ECHR:1975:1210DEC000695875,001-75046
6837/74,ECLI:CE:ECHR:1975:1002DEC000683774,001-75036
5935/72,ECLI:CE:ECHR:1975:0930DEC000593572,001-75017
6988/75,ECLI:CE:ECHR:1975:0929DEC000698875,001-75048
5964/72,ECLI:CE:ECHR:1975:0929DEC000596472,001-75021
6172/73,ECLI:CE:ECHR:1975:0707DEC000617273,001-75024
5923/72,ECLI:CE:ECHR:1975:0530DEC000592372,001-75014
6232/73,ECLI:CE:ECHR:1975:0527DEC000623273,001-75059
5574/72,ECLI:CE:ECHR:1975:0321DEC000557472,001-75002
6202/73,ECLI:CE:ECHR:1975:0316DEC000620273,001-75081
7729/76,ECLI:CE:ECHR:1976:1217DEC000772976,001-75001
6224/73,ECLI:CE:ECHR:1976:1216DEC000622473,001-74972
7341/76,ECLI:CE:ECHR:1976:1211DEC000734176,001-74671
7412/76,ECLI:CE:ECHR:1976:1211DEC000741276,001-74995
7641/76,ECLI:CE:ECHR:1976:1211DEC000764176,001-74589
7256/75,ECLI:CE:ECHR:1976:1210DEC000725675,001-74960
7443/76,ECLI:CE:ECHR:1976:1210DEC000744376,001-74967
6916/75,ECLI:CE:ECHR:1976:1008DEC000691675,001-74784
6878/75,ECLI:CE:ECHR:1976:1006DEC000687875,001-74763
7238/75,ECLI:CE:ECHR:1976:1006DEC000687875,001-74763
7317/75,ECLI:CE:ECHR:1976:1006DEC000731775,001-74810
7306/75,ECLI:CE:ECHR:1976:1006DEC000730675,001-74980
7211/75,ECLI:CE:ECHR:1976:1006DEC000721175,001-74977
6877/75,ECLI:CE:ECHR:1976:1004DEC000687775,001-74762
6210/73,ECLI:CE:ECHR:1976:1004DEC000687775,001-74762
7132/75,ECLI:CE:ECHR:1976:1004DEC000687775,001-74762
7132/75,ECLI:CE:ECHR:1976:1004DEC000713275,001-74817
6210/73,ECLI:CE:ECHR:1976:1004DEC000713275,001-74817
6877/75,ECLI:CE:ECHR:1976:1004DEC000713275,001-74817
7529/76,ECLI:CE:ECHR:1976:1004DEC000752976,001-74999
7116/75,ECLI:CE:ECHR:1976:1004DEC000711675,001-74987
5573/72,ECLI:CE:ECHR:1976:0716DEC000557372,001-74970
7059/75,ECLI:CE:ECHR:1976:0716DEC000705975,001-74740
6650/74,ECLI:CE:ECHR:1976:0715DEC000665074,001-74569
7058/75,ECLI:CE:ECHR:1976:0712DEC000705875,001-74789
6946/75,ECLI:CE:ECHR:1976:0706DEC000694675,001-74795
7014/75,ECLI:CE:ECHR:1976:0521DEC000701475,001-74829
6916/75,ECLI:CE:ECHR:1976:0312DEC000691675,001-74764
6210/73,ECLI:CE:ECHR:1976:0311DEC000621073,001-75007
6877/75,ECLI:CE:ECHR:1976:0311DEC000621073,001-75007
7132/75,ECLI:CE:ECHR:1976:0311DEC000621073,001-75007
7374/76,ECLI:CE:ECHR:1976:0308DEC000737476,001-74840
5613/72,ECLI:CE:ECHR:1976:0305DEC000561372,001-75005
6281/73,ECLI:CE:ECHR:1976:0305DEC000628173,001-74707
6541/74,ECLI:CE:ECHR:1975:1218DEC000654174,001-75092
6958/75,ECLI:CE:ECHR:1975:1210DEC000695875,001-75045
6837/74,ECLI:CE:ECHR:1975:1002DEC000683774,001-73852
5935/72,ECLI:CE:ECHR:1975:0930DEC000593572,001-75016
6988/75,ECLI:CE:ECHR:1975:0929DEC000698875,001-75047
5964/72,ECLI:CE:ECHR:1975:0929DEC000596472,001-74863
6172/73,ECLI:CE:ECHR:1975:0707DEC000617273,001-75025
5923/72,ECLI:CE:ECHR:1975:0530DEC000592372,001-75015
6232/73,ECLI:CE:ECHR:1975:0527DEC000623273,001-73855
5574/72,ECLI:CE:ECHR:1975:0321DEC000557472,001-75013
6202/73,ECLI:CE:ECHR:1975:0316DEC000620273,001-75088
6210/73,ECLI:CE:ECHR:1978:1128JUD000621073,001-62088
6877/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-62088
7132/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-62088
6210/73,ECLI:CE:ECHR:1978:1128JUD000621073,001-57530
6877/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-57530
7132/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-57530
5029/71,ECLI:CE:ECHR:1978:0906JUD000502971,001-62068
5029/71,ECLI:CE:ECHR:1978:0906JUD000502971,001-57510
6232/73,ECLI:CE:ECHR:1978:0628JUD000623273,001-62070
6232/73,ECLI:CE:ECHR:1978:0628JUD000623273,001-57512
5310/71,ECLI:CE:ECHR:1978:0118JUD000531071,001-62064
5310/71,ECLI:CE:ECHR:1978:0118JUD000531071,001-57506
6210/73,ECLI:CE:ECHR:1978:1128JUD000621073,001-156038
6877/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-156038
7132/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-156038
6210/73,ECLI:CE:ECHR:1978:1128JUD000621073,001-94428
6877/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-94428
7132/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-94428
6210/73,ECLI:CE:ECHR:1978:1128JUD000621073,001-188088
6877/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-188088
7132/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-188088
6210/73,ECLI:CE:ECHR:1978:1128JUD000621073,001-104004
6877/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-104004
7132/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-104004
6210/73,ECLI:CE:ECHR:1978:1128JUD000621073,001-94683
6877/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-94683
7132/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-94683
6210/73,ECLI:CE:ECHR:1978:1128JUD000621073,001-165152
6877/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-165152
7132/75,ECLI:CE:ECHR:1978:1128JUD000621073,001-165152
5029/71,ECLI:CE:ECHR:1978:0906JUD000502971,001-114863
5029/71,ECLI:CE:ECHR:1978:0906JUD000502971,001-102078
5029/71,ECLI:CE:ECHR:1978:0906JUD000502971,001-102079
5029/71,ECLI:CE:ECHR:1978:0906JUD000502971,001-188086
5029/71,ECLI:CE:ECHR:1978:0906JUD000502971,001-102080
5029/71,ECLI:CE:ECHR:1978:0906JUD000502971,001-165153
5029/71,ECLI:CE:ECHR:1978:0906JUD000502971,001-113317
6232/73,ECLI:CE:ECHR:1978:0628JUD000623273,001-113277
6232/73,ECLI:CE:ECHR:1978:0628JUD000623273,001-188084
6232/73,ECLI:CE:ECHR:1978:0628JUD000623273,001-102083
6232/73,ECLI:CE:ECHR:1978:0628JUD000623273,001-102084
6232/73,ECLI:CE:ECHR:1978:0628JUD000623273,001-156037
6232/73,ECLI:CE:ECHR:1978:0628JUD000623273,001-165151
5310/71,ECLI:CE:ECHR:1978:0118JUD000531071,001-115186
5310/71,ECLI:CE:ECHR:1978:0118JUD000531071,001-188082
5310/71,ECLI:CE:ECHR:1978:0118JUD000531071,001-101617
5310/71,ECLI:CE:ECHR:1978:0118JUD000531071,001-101619
5310/71,ECLI:CE:ECHR:1978:0118JUD000531071,001-165150
7308/75,ECLI:CE:ECHR:1978:1012DEC000730875,001-73955
7854/77,ECLI:CE:ECHR:1978:0712DEC000785477,001-74394
7628/76,ECLI:CE:ECHR:1977:0509DEC000762876,001-74546
7308/75,ECLI:CE:ECHR:1978:1012DEC000730875,001-74184
7854/77,ECLI:CE:ECHR:1978:0712DEC000785477,001-74095
7628/76,ECLI:CE:ECHR:1977:0509DEC000762876,001-74545
7598/76,ECLI:CE:ECHR:1978:1214DEC000759876,001-74709
7975/77,ECLI:CE:ECHR:1978:1213DEC000797577,001-74911
8208/78,ECLI:CE:ECHR:1978:1207DEC000820878,001-74216
8224/78,ECLI:CE:ECHR:1978:1205DEC000822478,001-74920
7464/76,ECLI:CE:ECHR:1978:1205DEC000746476,001-73766
8239/78,ECLI:CE:ECHR:1978:1204DEC000823978,001-74224
7909/77,ECLI:CE:ECHR:1978:1012DEC000790977,001-74744
8295/78,ECLI:CE:ECHR:1978:1009DEC000829578,001-74912
7986/77,ECLI:CE:ECHR:1978:1003DEC000798677,001-74207
7830/77,ECLI:CE:ECHR:1978:0713DEC000783077,001-73850
8149/78,ECLI:CE:ECHR:1978:0712DEC000814978,001-73673
5727/72,ECLI:CE:ECHR:1978:0712DEC000572772,001-73560
5155/71,ECLI:CE:ECHR:1978:0712DEC000572772,001-73560
5744/72,ECLI:CE:ECHR:1978:0712DEC000572772,001-73560
5857/72,ECLI:CE:ECHR:1978:0712DEC000572772,001-73560
7572/76,ECLI:CE:ECHR:1978:0708DEC000757276,001-73445
7742/76,ECLI:CE:ECHR:1978:0704DEC000774276,001-73799
7945/77,ECLI:CE:ECHR:1978:0704DEC000794577,001-73596
7604/76,ECLI:CE:ECHR:1978:0511DEC000760476,001-73449
7719/76,ECLI:CE:ECHR:1978:0511DEC000760476,001-73449
7781/77,ECLI:CE:ECHR:1978:0511DEC000760476,001-73449
7913/77,ECLI:CE:ECHR:1978:0511DEC000760476,001-73449
6728/74,ECLI:CE:ECHR:1978:0511DEC000672874,001-73562
8000/77,ECLI:CE:ECHR:1978:0509DEC000800077,001-74208
7720/76,ECLI:CE:ECHR:1978:0508DEC000772076,001-219908
7761/77,ECLI:CE:ECHR:1978:0508DEC000776177,001-73823
7819/77,ECLI:CE:ECHR:1978:0506DEC000781977,001-73828
7878/77,ECLI:CE:ECHR:1978:0506DEC000781977,001-73828
7913/77,ECLI:CE:ECHR:1978:0411DEC000791377,001-73867
7604/76,ECLI:CE:ECHR:1978:0411DEC000791377,001-73867
7719/76,ECLI:CE:ECHR:1978:0411DEC000791377,001-73867
7781/77,ECLI:CE:ECHR:1978:0411DEC000791377,001-73867
7438/76,ECLI:CE:ECHR:1978:0309DEC000743876,001-74384
7640/76,ECLI:CE:ECHR:1978:0307DEC000764076,001-74388
7428/76,ECLI:CE:ECHR:1978:0307DEC000742876,001-74361
7759/77,ECLI:CE:ECHR:1977:1207DEC000775977,001-74210
7614/76,ECLI:CE:ECHR:1977:1207DEC000761476,001-74387
6504/74,ECLI:CE:ECHR:1977:1207DEC000650474,001-74360
7648/76,ECLI:CE:ECHR:1977:1206DEC000764876,001-74419
7034/75,ECLI:CE:ECHR:1977:1012DEC000703475,001-74489
7444/76,ECLI:CE:ECHR:1977:1004DEC000744476,001-74163
7655/76,ECLI:CE:ECHR:1977:1004DEC000765576,001-74389
7656/76,ECLI:CE:ECHR:1977:1004DEC000765576,001-74389
7657/76,ECLI:CE:ECHR:1977:1004DEC000765576,001-74389
7289/75,ECLI:CE:ECHR:1977:0714DEC000728975,001-74512
7349/76,ECLI:CE:ECHR:1977:0714DEC000728975,001-74512
6289/73,ECLI:CE:ECHR:1977:0707DEC000628973,001-74932
7823/77,ECLI:CE:ECHR:1977:0706DEC000782377,001-74264
7824/77,ECLI:CE:ECHR:1977:0706DEC000782377,001-74264
7620/76,ECLI:CE:ECHR:1977:0706DEC000762076,001-74197
7060/75,ECLI:CE:ECHR:1977:0705DEC000706075,001-74536
6323/73,ECLI:CE:ECHR:1977:0519DEC000632373,001-74950
7902/77,ECLI:CE:ECHR:1977:0518DEC000790277,001-74560
7413/76,ECLI:CE:ECHR:1977:0516DEC000741376,001-74465
7360/76,ECLI:CE:ECHR:1977:0516DEC000736076,001-74962
6840/74,ECLI:CE:ECHR:1977:0512DEC000684074,001-74476
7754/77,ECLI:CE:ECHR:1977:0509DEC000775477,001-74263
6903/75,ECLI:CE:ECHR:1977:0310DEC000690375,001-74956
7238/75,ECLI:CE:ECHR:1977:0310DEC000723875,001-74959
6878/75,ECLI:CE:ECHR:1977:0310DEC000723875,001-74959
6694/74,ECLI:CE:ECHR:1977:0301DEC000669474,001-74954
7450/76,ECLI:CE:ECHR:1977:0228DEC000745076,001-74521
7370/76,ECLI:CE:ECHR:1977:0228DEC000737076,001-74518
7598/76,ECLI:CE:ECHR:1978:1214DEC000759876,001-74899
7975/77,ECLI:CE:ECHR:1978:1213DEC000797577,001-74902
8208/78,ECLI:CE:ECHR:1978:1207DEC000820878,001-74217
8224/78,ECLI:CE:ECHR:1978:1205DEC000822478,001-73984
7464/76,ECLI:CE:ECHR:1978:1205DEC000746476,001-73767
8239/78,ECLI:CE:ECHR:1978:1204DEC000823978,001-74222
7909/77,ECLI:CE:ECHR:1978:1012DEC000790977,001-74910
8295/78,ECLI:CE:ECHR:1978:1009DEC000829578,001-74921
7986/77,ECLI:CE:ECHR:1978:1003DEC000798677,001-74365
7830/77,ECLI:CE:ECHR:1978:0713DEC000783077,001-73845
8149/78,ECLI:CE:ECHR:1978:0712DEC000814978,001-73672
5727/72,ECLI:CE:ECHR:1978:0712DEC000572772,001-73564
5155/71,ECLI:CE:ECHR:1978:0712DEC000572772,001-73564
5744/72,ECLI:CE:ECHR:1978:0712DEC000572772,001-73564
5857/72,ECLI:CE:ECHR:1978:0712DEC000572772,001-73564
7572/76,ECLI:CE:ECHR:1978:0708DEC000757276,001-73446
7742/76,ECLI:CE:ECHR:1978:0704DEC000774276,001-73773
7945/77,ECLI:CE:ECHR:1978:0704DEC000794577,001-73597
7604/76,ECLI:CE:ECHR:1978:0511DEC000760476,001-73772
7719/76,ECLI:CE:ECHR:1978:0511DEC000760476,001-73772
7781/77,ECLI:CE:ECHR:1978:0511DEC000760476,001-73772
7913/77,ECLI:CE:ECHR:1978:0511DEC000760476,001-73772
7913/77,ECLI:CE:ECHR:1978:0511DEC000791377,001-73866
7604/76,ECLI:CE:ECHR:1978:0511DEC000791377,001-73866
7719/76,ECLI:CE:ECHR:1978:0511DEC000791377,001-73866
7781/77,ECLI:CE:ECHR:1978:0511DEC000791377,001-73866
6728/74,ECLI:CE:ECHR:1978:0511DEC000672874,001-73563
8000/77,ECLI:CE:ECHR:1978:0509DEC000800077,001-74366
7761/77,ECLI:CE:ECHR:1978:0508DEC000776177,001-73637
7819/77,ECLI:CE:ECHR:1978:0506DEC000781977,001-73829
7878/77,ECLI:CE:ECHR:1978:0506DEC000781977,001-73829
7438/76,ECLI:CE:ECHR:1978:0309DEC000743876,001-74378
7640/76,ECLI:CE:ECHR:1978:0307DEC000764076,001-74382
7428/76,ECLI:CE:ECHR:1978:0307DEC000742876,001-74234
7759/77,ECLI:CE:ECHR:1977:1207DEC000775977,001-74392
7614/76,ECLI:CE:ECHR:1977:1207DEC000761476,001-74381
6504/74,ECLI:CE:ECHR:1977:1207DEC000650474,001-74376
7648/76,ECLI:CE:ECHR:1977:1206DEC000764876,001-74284
7034/75,ECLI:CE:ECHR:1977:1012DEC000703475,001-74582
7444/76,ECLI:CE:ECHR:1977:1004DEC000744476,001-74407
7655/76,ECLI:CE:ECHR:1977:1004DEC000765576,001-74348
7656/76,ECLI:CE:ECHR:1977:1004DEC000765576,001-74348
7657/76,ECLI:CE:ECHR:1977:1004DEC000765576,001-74348
7289/75,ECLI:CE:ECHR:1977:0714DEC000728975,001-74517
6289/73,ECLI:CE:ECHR:1977:0707DEC000628973,001-74948
7823/77,ECLI:CE:ECHR:1977:0706DEC000782377,001-74433
7620/76,ECLI:CE:ECHR:1977:0706DEC000762076,001-74420
7138/75,ECLI:CE:ECHR:1977:0705DEC000713875,001-74522
6323/73,ECLI:CE:ECHR:1977:0519DEC000632373,001-74949
7902/77,ECLI:CE:ECHR:1977:0518DEC000790277,001-74574
7413/76,ECLI:CE:ECHR:1977:0516DEC000741376,001-74519
7360/76,ECLI:CE:ECHR:1977:0516DEC000736076,001-74963
6840/74,ECLI:CE:ECHR:1977:0512DEC000684074,001-74575
7754/77,ECLI:CE:ECHR:1977:0509DEC000775477,001-74422
6903/75,ECLI:CE:ECHR:1977:0310DEC000690375,001-74955
7238/75,ECLI:CE:ECHR:1977:0310DEC000723875,001-74958
6878/75,ECLI:CE:ECHR:1977:0310DEC000723875,001-74958
6694/74,ECLI:CE:ECHR:1977:0301DEC000669474,001-74953
7450/76,ECLI:CE:ECHR:1977:0228DEC000745076,001-74452
7370/76,ECLI:CE:ECHR:1977:0228DEC000737076,001-73806
8239/78,ECLI:CE:ECHR:1978:1204DEC000823978,001-222712
7367/76,ECLI:CE:ECHR:1980:1106JUD000736776,001-62056
7367/76,ECLI:CE:ECHR:1980:1106JUD000736776,001-57498
6694/74,ECLI:CE:ECHR:1980:0513JUD000669474,001-61982
6694/74,ECLI:CE:ECHR:1980:0513JUD000669474,001-57424
6903/75,ECLI:CE:ECHR:1980:0227JUD000690375,001-62027
6903/75,ECLI:CE:ECHR:1980:0227JUD000690375,001-57469
6301/73,ECLI:CE:ECHR:1979:1024JUD000630173,001-62156
6301/73,ECLI:CE:ECHR:1979:1024JUD000630173,001-57597
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-61978
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-57420
7367/76,ECLI:CE:ECHR:1980:1106JUD000736776,001-100761
7367/76,ECLI:CE:ECHR:1980:1106JUD000736776,001-188099
7367/76,ECLI:CE:ECHR:1980:1106JUD000736776,001-100760
7367/76,ECLI:CE:ECHR:1980:1106JUD000736776,001-165160
7367/76,ECLI:CE:ECHR:1980:1106JUD000736776,001-105922
6694/74,ECLI:CE:ECHR:1980:0513JUD000669474,001-113305
6694/74,ECLI:CE:ECHR:1980:0513JUD000669474,001-95416
6694/74,ECLI:CE:ECHR:1980:0513JUD000669474,001-188098
6694/74,ECLI:CE:ECHR:1980:0513JUD000669474,001-94459
6694/74,ECLI:CE:ECHR:1980:0513JUD000669474,001-165159
6694/74,ECLI:CE:ECHR:1980:0513JUD000669474,001-100595
6903/75,ECLI:CE:ECHR:1980:0227JUD000690375,001-188097
6903/75,ECLI:CE:ECHR:1980:0227JUD000690375,001-100648
6903/75,ECLI:CE:ECHR:1980:0227JUD000690375,001-94245
6903/75,ECLI:CE:ECHR:1980:0227JUD000690375,001-173758
6903/75,ECLI:CE:ECHR:1980:0227JUD000690375,001-165158
6301/73,ECLI:CE:ECHR:1979:1024JUD000630173,001-156004
6301/73,ECLI:CE:ECHR:1979:1024JUD000630173,001-115578
6301/73,ECLI:CE:ECHR:1979:1024JUD000630173,001-108403
6301/73,ECLI:CE:ECHR:1979:1024JUD000630173,001-109513
6301/73,ECLI:CE:ECHR:1979:1024JUD000630173,001-113269
6301/73,ECLI:CE:ECHR:1979:1024JUD000630173,001-94487
6301/73,ECLI:CE:ECHR:1979:1024JUD000630173,001-188094
6301/73,ECLI:CE:ECHR:1979:1024JUD000630173,001-145401
6301/73,ECLI:CE:ECHR:1979:1024JUD000630173,001-105891
6301/73,ECLI:CE:ECHR:1979:1024JUD000630173,001-140421
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-93937
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-93938
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-95413
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-188092
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-94887
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-108952
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-94247
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-113145
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-158541
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-156029
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-94395
6289/73,ECLI:CE:ECHR:1979:1009JUD000628973,001-165157
8317/78,ECLI:CE:ECHR:1980:0515DEC000831778,001-74412
8317/78,ECLI:CE:ECHR:1980:0515DEC000831778,001-74487
8603/79,ECLI:CE:ECHR:1980:1218DEC000860379,001-74943
8722/79,ECLI:CE:ECHR:1980:1218DEC000860379,001-74943
